job_role,education_level,experience_years,skills,certifications,salary_range,location,target
DevOps Engineer,Masters,10,"DL, Cloud, Excel, ML",No,Medium,India,1
Cybersecurity Analyst,Bootcamp,5,"Excel, Networking, SQL",No,High,Canada,0
Data Scientist,Masters,0,"SQL, Cloud",No,Medium,Germany,0
ML Engineer,Masters,13,"DL, HTML, Security",No,High,Germany,1
AI Engineer,Bachelors,11,"DL, CSS",No,High,UK,1
Research Scientist,Bootcamp,14,"Networking, Security, Excel, R",Yes,Medium,USA,1
Cybersecurity Analyst,PhD,4,"R, HTML",Yes,Medium,Germany,1
Cloud Engineer,PhD,10,"Networking, R",No,Medium,Germany,1
Cybersecurity Analyst,PhD,11,"HTML, R, Excel, DL",No,High,USA,1
DevOps Engineer,PhD,7,"Python, HTML, ML, Excel",Yes,Medium,India,1
Research Scientist,Masters,8,"R, HTML, SQL",Yes,Low,USA,1
Database Admin,Masters,5,"SQL, DL, Excel",Yes,Low,Remote,1
Cybersecurity Analyst,Bachelors,9,"R, Cloud, Excel",Yes,Low,UK,1
ML Engineer,PhD,5,"Excel, Cloud, Networking",No,Medium,UK,0
Data Scientist,PhD,8,"ML, Cloud",Yes,High,USA,1
ML Engineer,PhD,11,"JS, Cloud, HTML",No,Low,Germany,1
Research Scientist,Bootcamp,8,"CSS, Networking, R, Security",Yes,Low,Remote,1
Research Scientist,Masters,13,"SQL, DL, HTML, Excel",No,Low,USA,1
Research Scientist,Bootcamp,4,"ML, CSS, Cloud",Yes,Low,USA,1
Cybersecurity Analyst,Masters,10,"ML, R",No,High,India,1
DevOps Engineer,Bachelors,13,"HTML, Networking, CSS",No,High,Remote,1
Web Developer,Bootcamp,14,"CSS, DL, SQL, Cloud",No,High,Germany,1
Business Analyst,PhD,10,"ML, SQL",Yes,Medium,Canada,1
Data Scientist,Bachelors,14,"Networking, R, Python, Excel",No,Medium,Germany,0
Business Analyst,PhD,2,"CSS, JS, SQL",Yes,Medium,Remote,1
Business Analyst,Bachelors,14,"R, Security, Python, Excel",Yes,High,Germany,1
Business Analyst,Masters,11,"HTML, Security",Yes,High,Canada,1
Business Analyst,Bootcamp,12,"Networking, R, JS, Cloud",Yes,Medium,UK,1
Cybersecurity Analyst,Bachelors,11,"R, SQL",Yes,Low,Remote,1
Research Scientist,PhD,8,"JS, R",Yes,Low,Canada,1
Web Developer,Bachelors,5,"JS, Security, Networking, Cloud",Yes,High,UK,0
Business Analyst,Bachelors,6,"HTML, Security, SQL, Python",No,Low,Canada,1
Research Scientist,Masters,12,"JS, Excel",No,Low,Remote,1
Research Scientist,Bootcamp,7,"DL, SQL",No,Medium,India,1
Web Developer,Bachelors,5,"Networking, DL",No,Medium,USA,0
AI Engineer,Bootcamp,1,"ML, CSS, Excel, Python",Yes,High,Germany,1
Database Admin,PhD,4,"Security, DL, R",No,Medium,Canada,1
ML Engineer,PhD,1,"HTML, Networking",Yes,High,Canada,1
Data Scientist,PhD,13,"Excel, DL",Yes,High,USA,1
Cybersecurity Analyst,Bachelors,1,"CSS, R, Security, ML",Yes,Medium,Germany,1
Business Analyst,Bootcamp,7,"Excel, SQL, Security, ML",Yes,Medium,India,1
Data Scientist,Bootcamp,7,"DL, JS, HTML, Security",Yes,Medium,Canada,1
Data Scientist,Bootcamp,4,"Cloud, Security, Excel, Networking",Yes,Low,USA,0
AI Engineer,Bachelors,11,"Cloud, Security, ML, Python",Yes,High,Remote,1
DevOps Engineer,Bachelors,14,"DL, CSS",No,High,UK,1
Research Scientist,Masters,13,"ML, SQL",Yes,Medium,Remote,1
Web Developer,Bootcamp,4,"ML, JS, HTML, CSS",Yes,Medium,Canada,1
Business Analyst,Bootcamp,1,"Security, R, Excel, CSS",No,Low,USA,0
DevOps Engineer,Bootcamp,11,"ML, Security, R, Cloud",Yes,Low,Remote,1
AI Engineer,Bootcamp,11,"Excel, CSS",No,Medium,Germany,0
Cloud Engineer,Bootcamp,4,"SQL, HTML",Yes,Low,India,1
Database Admin,Bachelors,10,"HTML, Python, ML",No,High,Germany,1
Database Admin,Bachelors,1,"Excel, Networking, JS, R",Yes,Low,Remote,0
Database Admin,Bootcamp,9,"Excel, R, Python, Networking",No,Medium,India,0
Business Analyst,Bootcamp,3,"Excel, SQL, Cloud",No,Medium,USA,0
Data Scientist,Bootcamp,3,"CSS, ML, Cloud, SQL",No,High,Germany,0
Research Scientist,PhD,1,"Excel, JS",No,Low,Canada,0
Web Developer,Bootcamp,12,"CSS, ML",Yes,High,USA,1
Data Scientist,Bachelors,0,"SQL, Security, HTML, DL",Yes,Low,USA,1
AI Engineer,Bootcamp,7,"Cloud, HTML, Networking",Yes,Medium,Germany,1
Cloud Engineer,Masters,14,"Security, Cloud",No,High,Canada,1
Cybersecurity Analyst,Masters,9,"R, JS, DL, ML",Yes,Medium,USA,1
Web Developer,Masters,11,"R, JS",Yes,Low,Germany,1
Web Developer,Bachelors,5,"ML, Cloud, HTML",No,Low,USA,0
Data Scientist,Masters,12,"Excel, JS",Yes,High,Germany,1
Data Scientist,PhD,9,"JS, ML",Yes,Medium,Germany,1
Database Admin,Bootcamp,3,"Cloud, R, Python, JS",Yes,High,UK,1
Web Developer,PhD,11,"Excel, Networking",Yes,High,India,1
ML Engineer,Bootcamp,4,"SQL, DL",Yes,High,UK,1
Data Scientist,PhD,9,"Cloud, HTML, R",No,Medium,India,1
Database Admin,Masters,4,"JS, CSS, HTML",No,Low,India,1
Cloud Engineer,Bootcamp,11,"Security, DL",Yes,Medium,UK,1
Database Admin,Masters,2,"R, SQL, Security",Yes,High,India,1
Research Scientist,PhD,12,"JS, SQL, R",No,Low,Germany,1
Web Developer,Bachelors,3,"Excel, CSS, JS, R",No,Medium,Remote,0
AI Engineer,PhD,14,"Cloud, Networking",No,Low,Remote,1
AI Engineer,Bachelors,9,"R, ML, DL, Excel",No,High,Germany,1
DevOps Engineer,Masters,13,"Security, Networking",No,High,Remote,1
Cloud Engineer,Bachelors,14,"DL, CSS, Excel, ML",Yes,Low,India,1
DevOps Engineer,PhD,1,"DL, Security, SQL, Cloud",Yes,Low,Germany,1
Data Scientist,Masters,12,"ML, JS",Yes,Medium,Remote,1
DevOps Engineer,Bachelors,10,"Networking, CSS",Yes,Low,Germany,1
ML Engineer,Masters,14,"ML, HTML, R, Security",Yes,Low,USA,1
Cloud Engineer,PhD,14,"Python, R, SQL, Security",No,High,UK,1
Cybersecurity Analyst,PhD,9,"Networking, ML, Cloud, DL",Yes,High,Germany,1
Research Scientist,PhD,4,"Excel, Python, R",No,Medium,USA,0
Data Scientist,Masters,11,"R, Security",Yes,Low,Germany,1
ML Engineer,PhD,10,"SQL, Cloud",Yes,Medium,Remote,1
Data Scientist,Bootcamp,5,"ML, Python",Yes,Medium,India,1
Web Developer,PhD,9,"Cloud, CSS, Excel, Networking",No,Low,Germany,1
Research Scientist,Bootcamp,14,"Security, DL",Yes,High,USA,1
AI Engineer,Bootcamp,0,"JS, R, Security, SQL",No,High,India,0
Web Developer,Bachelors,2,"Networking, SQL",Yes,Medium,Remote,0
ML Engineer,Bootcamp,10,"R, SQL, Networking",No,High,UK,0
Data Scientist,Bootcamp,9,"JS, ML",Yes,Low,Germany,1
Web Developer,Masters,8,"CSS, Python, ML, Security",No,Low,Germany,1
Cybersecurity Analyst,Bootcamp,10,"JS, CSS, HTML",No,Medium,India,1
Data Scientist,Bootcamp,4,"R, ML",No,Low,Remote,0
Web Developer,PhD,0,"CSS, DL",Yes,Medium,India,1
Database Admin,Bootcamp,9,"DL, Security, CSS",No,Low,USA,1
Cybersecurity Analyst,Bachelors,8,"HTML, JS, Cloud",No,Medium,Canada,1
Web Developer,PhD,8,"HTML, Python, R",No,Low,UK,1
Database Admin,PhD,2,"Cloud, Networking, R",Yes,High,Canada,1
Data Scientist,Bootcamp,0,"HTML, Python, ML, CSS",No,Low,USA,0
ML Engineer,Bootcamp,4,"CSS, DL, Excel, Security",No,High,UK,0
DevOps Engineer,PhD,2,"HTML, Python, JS",No,Low,Germany,1
Research Scientist,Masters,5,"Networking, R, SQL, JS",No,High,India,0
Cybersecurity Analyst,Bachelors,2,"Security, HTML, Excel, SQL",No,Low,India,0
DevOps Engineer,PhD,8,"ML, DL, Cloud",No,Low,Canada,1
ML Engineer,Bootcamp,0,"HTML, Cloud, Excel",Yes,Medium,Remote,1
Research Scientist,Masters,7,"Security, HTML",No,Medium,Remote,1
Cloud Engineer,Bootcamp,13,"HTML, SQL, Security, Excel",No,Low,Remote,1
Cybersecurity Analyst,Bachelors,6,"Cloud, DL, HTML",No,Low,UK,1
DevOps Engineer,Masters,10,"Python, Cloud, SQL, Excel",Yes,Medium,Germany,1
Data Scientist,Bootcamp,11,"Python, Cloud",No,Low,USA,0
Web Developer,PhD,7,"ML, Cloud, R",Yes,Medium,UK,1
Database Admin,Bachelors,6,"Excel, SQL, ML",Yes,Low,UK,1
Database Admin,Bachelors,7,"Cloud, CSS",Yes,Medium,Canada,1
Research Scientist,Bootcamp,5,"SQL, Cloud",Yes,High,USA,0
DevOps Engineer,Masters,12,"CSS, Networking",Yes,High,India,1
Web Developer,PhD,2,"ML, DL",Yes,Low,USA,1
Web Developer,PhD,3,"Security, JS, Excel",Yes,Medium,India,1
Cybersecurity Analyst,PhD,1,"ML, R, Security, CSS",Yes,High,USA,1
Cybersecurity Analyst,Bootcamp,2,"Python, HTML",No,Low,Remote,0
DevOps Engineer,PhD,0,"HTML, Excel",Yes,Low,Germany,1
Data Scientist,PhD,7,"R, Security, Networking, CSS",Yes,High,USA,1
Data Scientist,Masters,14,"DL, JS, Security",Yes,Medium,Germany,1
Database Admin,PhD,11,"Security, Python",Yes,High,Canada,1
Web Developer,Bachelors,11,"Networking, Python",No,Low,UK,0
Business Analyst,Bootcamp,13,"HTML, CSS, SQL",Yes,Medium,UK,1
Database Admin,Bachelors,1,"HTML, ML, JS",No,Medium,India,0
ML Engineer,Masters,0,"SQL, Python, Networking, CSS",Yes,Medium,UK,1
Cloud Engineer,PhD,0,"HTML, ML, R",Yes,Medium,Canada,1
Cybersecurity Analyst,PhD,14,"R, Security",No,Medium,Canada,1
Web Developer,PhD,3,"Networking, Python, Cloud",No,Medium,USA,0
Cloud Engineer,Masters,3,"CSS, SQL, Security, Networking",Yes,High,Canada,1
ML Engineer,Bootcamp,2,"Networking, Python, HTML, DL",Yes,Low,USA,1
ML Engineer,Bachelors,8,"HTML, Security, JS",Yes,High,India,1
Business Analyst,Bootcamp,8,"Python, CSS",No,High,India,1
Cloud Engineer,Bootcamp,11,"DL, Security",No,Low,USA,1
Database Admin,Bachelors,11,"Security, CSS, Python, Cloud",Yes,Low,Germany,1
DevOps Engineer,PhD,13,"Excel, Security",Yes,Low,Germany,1
Business Analyst,Bootcamp,13,"SQL, Python, Security, HTML",Yes,Low,Canada,1
ML Engineer,Bachelors,4,"Cloud, SQL, JS",Yes,High,UK,0
Cybersecurity Analyst,Bootcamp,14,"Excel, JS",No,Low,UK,0
Web Developer,Bootcamp,8,"JS, HTML, Security",No,High,Canada,1
DevOps Engineer,Masters,5,"Security, Excel",Yes,Low,Remote,1
AI Engineer,Masters,8,"DL, CSS, JS, Excel",Yes,Medium,Remote,1
Research Scientist,Bachelors,7,"CSS, HTML, Excel, Security",No,Low,USA,1
Data Scientist,Bootcamp,12,"Security, R, JS",Yes,Medium,Germany,1
AI Engineer,PhD,9,"Excel, ML",Yes,Low,Canada,1
Data Scientist,Bootcamp,10,"Python, Excel",Yes,High,USA,1
Web Developer,Bachelors,13,"R, Security",Yes,High,Canada,1
Database Admin,Bachelors,12,"R, DL, CSS, JS",Yes,Medium,Remote,1
Research Scientist,Bootcamp,3,"HTML, Networking, DL",No,High,UK,0
AI Engineer,PhD,13,"Networking, HTML",Yes,Medium,Remote,1
Business Analyst,Masters,9,"HTML, Security, ML",Yes,Medium,Canada,1
DevOps Engineer,Bachelors,11,"HTML, Security, JS",Yes,Medium,USA,1
Cybersecurity Analyst,Bootcamp,9,"Cloud, HTML, Networking, CSS",No,Medium,Germany,1
AI Engineer,Bootcamp,10,"Cloud, CSS, HTML, Networking",Yes,Low,USA,1
DevOps Engineer,Bootcamp,2,"Networking, HTML, ML, Security",No,Low,India,0
Cloud Engineer,Bachelors,7,"HTML, SQL, R",No,Medium,UK,1
Cybersecurity Analyst,Bachelors,0,"SQL, Python",Yes,Medium,Remote,0
DevOps Engineer,PhD,14,"Security, DL, Python",Yes,Medium,Remote,1
Cybersecurity Analyst,Bootcamp,2,"SQL, CSS",No,Medium,UK,0
ML Engineer,Masters,1,"ML, CSS, Python",Yes,Low,India,1
Business Analyst,Bachelors,9,"Security, Networking",No,Low,Remote,0
Business Analyst,PhD,0,"SQL, ML, DL, Excel",No,Medium,USA,1
AI Engineer,Masters,14,"JS, CSS",No,Medium,Remote,1
DevOps Engineer,Bootcamp,6,"SQL, Networking",Yes,High,India,1
Business Analyst,Bootcamp,9,"SQL, Python, HTML, Excel",No,Medium,Remote,1
Cybersecurity Analyst,Masters,0,"SQL, Networking",No,Medium,Remote,0
Web Developer,PhD,11,"HTML, Security",Yes,High,India,1
Business Analyst,PhD,14,"R, DL, HTML, Security",Yes,High,Germany,1
Cybersecurity Analyst,Bootcamp,13,"ML, HTML, Networking, Cloud",No,Low,Germany,1
Web Developer,Bachelors,2,"SQL, Networking, DL, R",No,High,Remote,0
Cloud Engineer,Masters,1,"Security, R, DL",No,High,Remote,1
DevOps Engineer,Bachelors,13,"DL, CSS, Security, HTML",Yes,Medium,Canada,1
Data Scientist,Bachelors,8,"Networking, CSS, DL, Python",No,Low,Canada,1
Cybersecurity Analyst,Bachelors,9,"Excel, CSS, Networking, SQL",No,Medium,UK,0
Data Scientist,PhD,11,"R, DL, Networking, SQL",Yes,High,India,1
Web Developer,Bootcamp,3,"Security, Python",No,Low,UK,0
Research Scientist,Masters,4,"R, Python, SQL, ML",No,Medium,Remote,1
Cybersecurity Analyst,Masters,9,"Security, CSS, R, Networking",Yes,Medium,India,1
AI Engineer,PhD,2,"HTML, Security, Python, Networking",No,Low,USA,1
AI Engineer,PhD,9,"JS, SQL, DL",Yes,Medium,USA,1
Database Admin,PhD,13,"Excel, Cloud, Python",No,Medium,Germany,1
DevOps Engineer,Bootcamp,7,"DL, Excel, Networking",No,High,USA,1
DevOps Engineer,Bootcamp,3,"DL, CSS, R, SQL",No,Medium,USA,0
AI Engineer,Bootcamp,1,"SQL, ML, Security, Networking",No,Medium,Remote,0
DevOps Engineer,Bachelors,2,"DL, HTML, Security, SQL",No,Low,Canada,0
Cybersecurity Analyst,Masters,12,"HTML, CSS, ML",Yes,Low,UK,1
Web Developer,Bachelors,1,"Security, CSS, R, Excel",No,Low,India,0
Database Admin,Masters,11,"R, CSS",No,Medium,Germany,1
Database Admin,Masters,7,"Cloud, Python, CSS",Yes,High,Germany,1
Web Developer,PhD,2,"R, Networking",No,High,Germany,0
Web Developer,Bachelors,2,"HTML, Cloud",Yes,Low,Remote,1
AI Engineer,Bootcamp,2,"CSS, DL, R",No,High,Remote,0
Research Scientist,Bootcamp,6,"JS, Excel, Python, Security",Yes,Medium,Remote,1
DevOps Engineer,Bachelors,8,"Python, R",Yes,High,UK,1
DevOps Engineer,Masters,3,"SQL, Networking, Cloud",No,Low,Canada,0
Research Scientist,Bootcamp,10,"JS, SQL",Yes,High,USA,1
Business Analyst,Masters,7,"ML, JS, Cloud",Yes,Low,Canada,1
Data Scientist,Bootcamp,1,"Networking, Python",No,High,UK,0
Cybersecurity Analyst,Masters,3,"CSS, DL",No,Medium,Remote,1
Database Admin,PhD,6,"CSS, Python, R",No,Medium,India,1
AI Engineer,Bootcamp,4,"Security, JS, Excel",Yes,Low,UK,0
Business Analyst,Bootcamp,10,"Excel, Networking",Yes,Low,USA,1
Cloud Engineer,Bootcamp,3,"Security, Python, Networking",No,High,Remote,0
Cloud Engineer,PhD,0,"HTML, JS, Python, Cloud",Yes,High,UK,1
Web Developer,PhD,10,"SQL, CSS, Excel, Cloud",Yes,High,Germany,1
AI Engineer,Bootcamp,10,"Excel, Cloud",No,Low,Remote,0
Business Analyst,Bachelors,0,"HTML, Python, DL",Yes,Medium,Germany,1
AI Engineer,PhD,1,"R, DL",Yes,Medium,Germany,1
Cybersecurity Analyst,Bachelors,4,"JS, Cloud, DL",Yes,Low,Canada,1
ML Engineer,Bootcamp,3,"ML, SQL",Yes,Medium,Remote,1
ML Engineer,Masters,10,"Cloud, DL, ML, CSS",No,Low,Remote,1
DevOps Engineer,Bachelors,14,"Python, HTML, Networking",Yes,High,Canada,1
AI Engineer,Masters,12,"ML, Cloud, SQL",No,Low,USA,1
ML Engineer,Masters,9,"R, Security",Yes,Low,Germany,1
Data Scientist,Masters,1,"DL, HTML, R, Security",No,Low,UK,1
Data Scientist,Masters,12,"Cloud, Networking, R, HTML",No,High,USA,1
DevOps Engineer,PhD,7,"Cloud, Security, Python, Excel",No,Medium,Canada,1
ML Engineer,Masters,11,"DL, R",No,High,Germany,1
DevOps Engineer,Bachelors,10,"HTML, ML, Python, R",Yes,Low,Germany,1
Data Scientist,Masters,6,"Cloud, DL",No,Medium,UK,1
Data Scientist,Bachelors,11,"Python, CSS",No,High,Remote,1
Data Scientist,Masters,12,"HTML, Security, Cloud",No,High,USA,1
Research Scientist,Bachelors,6,"Python, Networking, Cloud",Yes,Low,Germany,1
ML Engineer,Masters,9,"Excel, R, ML, Security",No,Medium,USA,1
Business Analyst,Bachelors,12,"R, HTML, CSS",No,High,USA,1
ML Engineer,Bootcamp,12,"Excel, Python",No,Low,Canada,0
ML Engineer,Masters,2,"Security, ML, DL",Yes,High,India,1
Web Developer,PhD,5,"JS, Cloud",No,Low,Germany,0
Web Developer,Masters,3,"Security, JS, ML, Networking",No,Low,Remote,1
Business Analyst,PhD,5,"Python, Networking",No,High,Remote,1
AI Engineer,Bachelors,8,"Networking, SQL",Yes,Medium,India,1
DevOps Engineer,Bachelors,6,"ML, Security, SQL, Cloud",Yes,High,USA,1
Cybersecurity Analyst,Bachelors,12,"JS, Python",No,Medium,Remote,0
Database Admin,PhD,2,"JS, Security",No,High,Germany,0
ML Engineer,Masters,3,"DL, R",No,Medium,UK,1
Data Scientist,Masters,6,"ML, HTML",Yes,High,India,1
DevOps Engineer,Bootcamp,0,"Excel, Security",Yes,Low,UK,0
Data Scientist,Bootcamp,2,"Networking, Security, DL, ML",Yes,Medium,Germany,1
DevOps Engineer,PhD,10,"JS, DL, SQL",No,Medium,Germany,1
DevOps Engineer,Bootcamp,5,"Cloud, CSS, Networking",No,Medium,India,0
DevOps Engineer,Masters,5,"Python, R, Security, ML",No,Medium,Germany,1
ML Engineer,Bootcamp,0,"SQL, Security, Excel, R",Yes,High,Remote,0
AI Engineer,PhD,1,"CSS, Excel, Cloud, DL",No,Low,UK,1
Data Scientist,PhD,0,"Cloud, Security, Python",Yes,High,India,1
ML Engineer,Bachelors,8,"Security, Python",No,Low,USA,0
Cloud Engineer,Masters,0,"Security, CSS, DL",No,Medium,UK,1
Business Analyst,Masters,10,"DL, ML, R",No,High,UK,1
Research Scientist,Bachelors,9,"Cloud, SQL, Security, HTML",Yes,Low,UK,1
Data Scientist,Bootcamp,10,"DL, Networking, JS, SQL",No,Medium,Canada,1
Research Scientist,PhD,3,"Python, Networking, DL, CSS",No,High,Remote,1
Database Admin,Masters,4,"ML, SQL, JS",No,Low,Canada,1
ML Engineer,PhD,9,"Cloud, SQL, JS",No,High,Canada,1
Cybersecurity Analyst,Bachelors,2,"Python, R, CSS",Yes,High,UK,1
AI Engineer,Bootcamp,11,"CSS, Excel",No,Medium,Remote,0
Business Analyst,Bachelors,5,"Security, HTML, SQL",Yes,High,Germany,1
Database Admin,Masters,12,"R, SQL",No,Medium,UK,1
Cloud Engineer,Masters,9,"ML, SQL, CSS, Excel",Yes,Low,Canada,1
Web Developer,PhD,11,"R, SQL, Excel, Security",Yes,Low,USA,1
Research Scientist,PhD,7,"Cloud, SQL, Networking",No,Low,Remote,1
Cybersecurity Analyst,Bootcamp,9,"HTML, JS, Networking",No,Low,Germany,1
Research Scientist,PhD,9,"Python, HTML, SQL, DL",Yes,High,India,1
AI Engineer,PhD,13,"Security, CSS",Yes,Low,Remote,1
Cybersecurity Analyst,PhD,10,"CSS, Networking, Python, JS",Yes,Low,India,1
ML Engineer,Bachelors,4,"HTML, DL, CSS",Yes,High,USA,1
Data Scientist,Masters,9,"Excel, DL, ML",No,Medium,UK,1
DevOps Engineer,Bootcamp,1,"Security, HTML, ML",No,Low,Canada,0
Research Scientist,Masters,8,"HTML, SQL, Networking",No,Medium,Remote,1
Cybersecurity Analyst,Bachelors,12,"R, Excel",Yes,Medium,UK,1
Research Scientist,PhD,0,"Security, ML, Excel",No,Low,Remote,1
Cybersecurity Analyst,PhD,1,"Python, Cloud, Networking, Security",No,High,India,1
Business Analyst,Masters,3,"HTML, JS, Cloud, Excel",No,High,Canada,1
Research Scientist,Bootcamp,0,"Python, HTML, CSS, SQL",No,High,UK,1
Research Scientist,Bachelors,12,"Security, R, HTML, JS",No,Medium,USA,1
DevOps Engineer,Masters,1,"DL, Python, SQL",No,Medium,USA,1
Business Analyst,Masters,4,"Excel, ML",Yes,Low,Canada,1
ML Engineer,Bachelors,13,"JS, CSS, ML",Yes,Low,Germany,1
Research Scientist,Bootcamp,1,"R, Excel, Networking, DL",Yes,Low,Germany,1
Cloud Engineer,Bachelors,2,"Networking, Cloud, Security, ML",No,High,UK,0
AI Engineer,PhD,3,"Cloud, DL, R, Networking",No,Low,Canada,1
Web Developer,Bachelors,12,"R, Security",No,High,Remote,0
Web Developer,Bachelors,2,"DL, Python",Yes,High,Germany,1
Cloud Engineer,Masters,14,"ML, Networking, SQL, JS",Yes,Low,Canada,1
Database Admin,Bachelors,9,"Security, ML, CSS, Python",Yes,Medium,Remote,1
Cybersecurity Analyst,PhD,0,"Python, Excel, R, SQL",Yes,Low,Germany,1
Database Admin,PhD,5,"ML, SQL",No,High,Canada,1
DevOps Engineer,Bachelors,9,"R, SQL, Networking, ML",No,Medium,Remote,1
ML Engineer,PhD,6,"Python, JS, Networking, Cloud",No,High,Germany,1
Web Developer,Masters,6,"CSS, SQL",Yes,Low,Germany,1
Database Admin,Bachelors,7,"R, CSS, JS, Security",No,Low,USA,0
AI Engineer,Bootcamp,9,"ML, Security",No,High,USA,1
AI Engineer,Bachelors,12,"Cloud, Python",No,High,Remote,1
AI Engineer,Bachelors,13,"Security, SQL, DL",Yes,High,UK,1
Research Scientist,Masters,13,"Excel, SQL, Python",No,High,UK,1
Cybersecurity Analyst,Masters,6,"Python, SQL, Excel, Networking",No,Low,Canada,1
ML Engineer,Masters,9,"Networking, Excel, CSS",Yes,High,Remote,1
DevOps Engineer,Masters,6,"CSS, Security, Cloud, R",Yes,Low,UK,1
Data Scientist,PhD,11,"Cloud, ML, JS",Yes,High,Canada,1
Research Scientist,Bootcamp,12,"CSS, Cloud",No,Low,UK,0
ML Engineer,Bachelors,7,"Security, Cloud, Excel",Yes,Low,Canada,1
Business Analyst,PhD,0,"R, JS, Cloud, HTML",No,Low,Canada,1
Cloud Engineer,Bootcamp,8,"R, SQL, Python",No,Medium,UK,0
Research Scientist,Bachelors,12,"R, DL",No,High,Canada,1
AI Engineer,Masters,0,"Excel, JS, DL, Cloud",Yes,High,India,1
Web Developer,Bachelors,10,"Excel, ML, Networking, SQL",Yes,Low,Canada,1
DevOps Engineer,PhD,1,"DL, JS",No,Low,Canada,1
ML Engineer,Masters,6,"Python, R, HTML, DL",No,High,Germany,1
Data Scientist,Masters,8,"Cloud, DL, JS",No,Low,India,1
AI Engineer,Masters,7,"Security, Cloud",Yes,High,USA,1
Cybersecurity Analyst,Bachelors,9,"HTML, R",No,Low,USA,1
DevOps Engineer,Bootcamp,7,"Networking, ML, SQL, JS",Yes,Low,India,1
AI Engineer,Masters,2,"Excel, HTML, ML, R",No,Medium,Germany,1
Database Admin,Masters,11,"HTML, DL, R",No,Medium,Germany,1
AI Engineer,PhD,7,"ML, Cloud",No,Medium,India,1
AI Engineer,PhD,1,"Networking, R, HTML, ML",Yes,High,Canada,1
Business Analyst,PhD,13,"R, ML, SQL",No,High,Germany,1
DevOps Engineer,Masters,7,"Excel, DL, JS",No,High,UK,1
ML Engineer,Bachelors,7,"Python, SQL",No,Low,Remote,0
ML Engineer,Bachelors,5,"HTML, Security, ML",No,Low,Remote,0
Web Developer,Masters,9,"DL, Excel, JS, R",Yes,High,Canada,1
Business Analyst,Masters,11,"Networking, HTML, CSS, Python",Yes,High,India,1
DevOps Engineer,PhD,7,"Security, JS",No,Medium,India,1
Database Admin,Masters,14,"R, DL",Yes,Medium,USA,1
DevOps Engineer,Bachelors,14,"Cloud, CSS",Yes,Low,Canada,1
Business Analyst,Masters,0,"JS, Python",Yes,High,Remote,1
Data Scientist,Bootcamp,11,"SQL, ML, HTML, Networking",No,High,Canada,1
Cybersecurity Analyst,Bootcamp,7,"DL, Networking, JS",Yes,High,Canada,1
AI Engineer,Bootcamp,10,"ML, R, SQL",Yes,Medium,India,1
Business Analyst,Bootcamp,11,"Networking, DL, SQL, JS",Yes,Medium,UK,1
Web Developer,Bootcamp,13,"Networking, R, SQL, Python",Yes,High,Remote,1
Web Developer,Masters,4,"SQL, Networking",No,Medium,India,0
DevOps Engineer,PhD,12,"Security, Cloud, Excel",Yes,High,Remote,1
ML Engineer,Masters,1,"Networking, Security",Yes,Low,Canada,1
Data Scientist,Masters,5,"SQL, ML",Yes,Low,Germany,1
Business Analyst,PhD,11,"ML, Security, Python, SQL",No,High,UK,1
Research Scientist,PhD,5,"Networking, Python, HTML",No,High,Germany,1
Cloud Engineer,Masters,6,"ML, Excel, JS",No,High,India,1
AI Engineer,Bootcamp,11,"Cloud, HTML, Excel",Yes,Medium,UK,1
Business Analyst,Bachelors,13,"Networking, SQL, CSS, JS",Yes,High,USA,1
Data Scientist,Masters,0,"ML, CSS",Yes,High,India,1
Cloud Engineer,Bachelors,6,"CSS, Security, Python, Networking",No,High,Germany,1
ML Engineer,PhD,2,"Networking, R",Yes,Low,India,1
Business Analyst,PhD,3,"DL, Excel, CSS, Python",Yes,High,USA,1
DevOps Engineer,Masters,0,"CSS, Security, Excel, R",Yes,High,India,1
Cybersecurity Analyst,PhD,13,"ML, JS",No,High,Germany,1
