Year,Country,CO2_Emissions,Temperature_Anomaly,Sea_Level_Rise_mm,Deforestation_Rate,Renewable_Energy_%,Population_Millions,Urbanization_%,Greenhouse_Gases_ppm,Climate_Risk_Level
2001,Australia,6254.98,0.791,2.14,0.34,47.39,303.02,51.68,411.86,High
2017,USA,5286.94,1.352,2.58,3.06,53.51,829.83,50.68,448.18,Medium
1993,India,5403.12,0.647,2.95,3.21,29.55,516.1,61.36,457.78,Low
2006,Germany,5572.64,0.474,2.38,2.69,15.07,469.45,63.67,409.08,Low
2021,India,6312.21,0.808,3.84,3.3,36.59,232.17,41.77,386.6,High
1999,Canada,3843.63,0.903,4.94,4.13,52.5,97.19,36.26,418.28,High
1997,Pakistan,5049.98,1.311,2.67,1.11,46.06,800.06,53.85,424.34,Medium
1992,India,4249.99,0.834,3.58,3.64,14.01,530.5,82.64,418.8,High
2021,China,5973.61,0.871,4.78,0.61,15.87,1399.22,47.11,383.28,Medium
1985,Pakistan,5033.86,1.027,3.9,2.95,17.45,602.4,46.1,418.95,Medium
1989,UK,4177.46,0.605,3.93,4.05,18.99,714.23,37.22,403.36,High
2016,China,7166.84,1.548,3.69,4.93,58.35,820.73,44.09,406.21,High
2008,Pakistan,6774.32,0.868,4.18,2.75,30.7,981.89,47.08,398.36,High
1985,Australia,6779.77,1.19,2.92,0.44,43.42,812.4,85.88,370.78,High
2018,Australia,6964.94,1.09,2.93,2.17,18.19,874.68,45.72,391.24,High
1990,Australia,5883.18,0.546,2.82,2.21,39.9,58.58,86.09,420.75,Low
2004,UK,6010.5,1.01,4.79,2.52,22.24,678.75,40.72,404.9,High
2023,India,4743.34,0.874,3.34,3.19,59.13,982.96,24.7,415.94,Low
2023,Pakistan,7020.52,1.108,4.47,4.14,37.56,1248.97,29.72,430.68,High
2009,Australia,5267.15,1.361,4.2,4.64,26.65,731.03,46.1,426.65,High
1999,Germany,4163.23,1.315,2.81,4.22,41.49,715.1,65.45,338.59,High
2016,Brazil,5658.75,1.161,3.24,3.37,39.17,172.88,50.5,398.25,Low
1995,Australia,4469.03,0.828,4.25,0.42,33.13,1232.68,56.07,399.75,Medium
2010,USA,6397.28,0.845,4.25,1.05,55.44,1300.73,52.53,466.24,High
2008,USA,6164.96,1.217,3.28,4.56,56.07,130.65,40.79,417.72,High
1985,Germany,6314.46,0.794,4.63,3.17,17.42,18.42,21.59,432.16,High
2008,China,2890.04,1.009,1.73,4.24,17.92,1079.07,58.88,433.27,High
2011,Pakistan,2399.39,1.087,3.06,3.01,59.57,684.58,88.81,432.18,Low
1988,Pakistan,5315.42,0.599,3.03,3.89,41.69,745.83,66.57,432.45,High
2016,Canada,5320.86,0.919,3.01,3.85,19.24,1235.03,56.29,427.41,High
2002,Canada,7005.3,1.118,4.95,4.31,13.97,892.02,55.5,468.76,High
1995,Russia,4104.77,0.879,3.81,0.43,47.61,336.12,85.83,391.35,Medium
1997,USA,3578.63,1.43,3.26,4.54,55.31,1048.41,59.36,442.74,High
1998,China,3909.11,0.715,2.04,4.99,50.41,596.7,40.04,461.53,High
2023,USA,3413.14,1.408,5.58,1.14,23.38,655.14,59.84,412.74,Medium
1981,USA,4281.44,1.497,3.17,3.21,56.68,1232.84,85.4,420.86,Medium
1989,Brazil,3261.17,1.326,1.73,0.26,10.1,263.78,33.21,424.96,Medium
1991,Germany,5147.2,1.353,3.36,4.28,53.74,792.71,21.28,396.37,High
1997,Pakistan,5062.17,0.819,4.36,0.59,58.63,170.77,58.14,426.34,Medium
1998,Germany,3988.85,0.606,1.38,1.17,55.39,1232.09,34.88,400.71,Low
2017,Russia,3537.79,1.065,2.85,2.96,15.6,1231.24,54.1,411.16,Low
2016,China,3331.71,0.796,2.55,4.99,57.58,1361.43,35.47,377.28,High
2006,Canada,1444.42,0.929,3.76,4.32,27.99,146.95,32.51,387.7,High
1993,Brazil,3962.5,0.742,2.96,4.32,45.07,1338.05,58.53,452.49,High
2024,India,4306.7,0.799,5.14,3.71,18.84,1074.28,32.28,409.57,High
2013,Brazil,1973.14,1.254,5.3,3.49,56.84,1336.02,79.19,422.35,Medium
1981,Brazil,7102.21,0.81,3.99,1.03,28.35,702.3,41.16,369.69,High
2023,India,6378.96,1.064,4.29,3.27,48.83,988.59,52.82,433.53,High
2012,Russia,4742.58,0.796,4.57,0.51,57.11,703.58,69.72,413.87,Medium
1998,Germany,1927.09,0.927,2.39,2.15,56.51,45.19,66.66,390.73,Low
2006,Pakistan,6690.92,0.341,2.8,3.77,37.13,297.42,59.49,361.12,High
2009,China,4317.04,0.673,2.33,3.24,44.48,662.21,66.31,431.83,Low
1986,India,2645.01,1.179,2.7,3.42,33.7,1074.36,58.56,395.22,Low
2006,Pakistan,3126.66,0.634,4.15,0.54,41.36,125.64,65.71,407.08,Medium
2000,Canada,4209.71,0.99,3.44,2.06,54.78,717.36,53.14,393.54,Low
1986,Australia,3572.85,0.981,5.98,4.62,22.89,890.74,77.12,391.06,High
2004,USA,4022.62,1.266,3.31,4.33,37.79,777.59,50.72,439.7,High
2017,USA,2028.26,0.576,2.87,3.32,37.03,641.75,60.09,397.87,Low
1997,Germany,7141.32,0.997,2.78,2.99,55.16,731.99,27.01,406.08,High
2012,UK,6446.69,0.822,3.51,0.21,25.27,1375.97,43.85,359.98,High
2012,Brazil,3850.8,1.508,1.64,3.74,17.77,1257.95,63.5,446.73,High
2011,India,6291.86,1.604,1.7,2.44,36.48,176.68,60.25,449.2,High
2004,Russia,4296.56,1.329,3.61,1.69,10.69,569.01,63.31,402.9,Medium
1993,Russia,5043.6,1.247,3.96,1.42,12.99,60.76,28.37,418.82,Medium
2017,Brazil,3203.16,0.922,2.5,1.93,37.92,497.98,62.63,413.75,Low
2017,Germany,5789.64,0.958,3.85,4.94,58.53,323.94,37.57,407.33,High
1983,Brazil,6213.34,0.891,1.65,0.55,33.66,182.85,50.01,403.36,High
2023,Germany,5334.13,1.098,3.35,0.48,41.33,189.76,59.56,429.82,Low
1997,Canada,4207.81,0.792,1.69,1.04,47.99,70.2,35.67,353.73,Low
1989,UK,2009.91,0.672,3.58,3.3,44.78,1265.76,87.99,446.59,Low
2014,Canada,6292.91,0.842,3.37,1.18,55.95,1229.09,30.15,376.32,High
2014,UK,4696.54,0.842,3.69,4.77,21.9,682.41,23.97,452.68,High
2019,UK,3832.64,0.629,2.57,0.44,15.07,142.53,87.21,395.47,Low
2002,Canada,4070.24,1.501,2.35,1.45,13.59,1226.9,84.86,420.58,Medium
2004,Brazil,5416.58,1.265,4.1,2.8,54.25,1172.94,66.27,370.87,Medium
1980,Australia,3167.94,1.158,5.07,3.45,36.18,894.67,39.7,425.37,Medium
1997,Russia,5637.66,0.907,2.5,3.56,19.09,1093.7,65.32,381.3,High
1994,China,4620.25,0.987,3.31,1.47,45.63,604.25,82.4,409.88,Low
2004,Russia,3930.72,1.313,5.34,1.54,45.78,390.95,57.35,425.59,Medium
2011,Australia,3807.9,1.235,3.74,3.98,14.05,553.62,43.56,351.51,High
1999,Pakistan,5525.12,1.358,5.35,4.0,34.17,785.0,46.14,374.74,High
1996,USA,1280.66,1.067,3.6,2.3,49.18,654.06,76.57,373.65,Low
1990,Canada,4037.31,1.386,2.88,4.83,44.09,479.09,27.94,412.6,High
1992,Australia,5967.95,0.729,3.97,0.5,29.2,1135.13,40.97,430.21,Medium
2004,India,4841.64,0.463,4.1,2.41,41.13,676.33,80.82,426.75,Medium
1999,India,6818.73,0.872,2.76,2.5,48.57,108.06,80.82,437.87,High
2004,USA,5203.87,0.783,4.7,2.37,41.94,791.34,28.45,440.2,Medium
2021,Canada,4009.0,0.979,3.12,2.41,33.83,1051.25,40.66,387.85,Low
2024,China,4639.29,1.141,2.55,3.13,27.98,490.68,36.65,415.45,Low
2010,Germany,5216.76,0.702,2.1,0.14,49.76,453.83,38.61,410.08,Low
1980,Brazil,3785.07,1.336,2.56,4.51,25.66,636.37,39.71,359.4,High
1995,Brazil,5912.31,0.943,4.68,0.64,45.29,664.54,84.29,440.93,Medium
2007,Australia,7727.76,1.54,1.93,3.74,44.96,576.38,56.3,402.52,High
2000,Russia,3249.38,0.861,3.1,4.25,36.26,556.44,88.71,394.28,High
2009,Canada,5936.98,1.397,2.84,2.61,48.04,583.7,78.2,415.58,Medium
1982,India,3835.78,0.621,2.26,0.47,51.63,967.07,21.34,395.03,Low
2013,Brazil,3970.29,1.006,2.56,0.11,14.16,113.05,25.54,376.6,Low
1985,Russia,4436.4,1.042,4.5,2.65,37.48,687.36,22.76,414.27,Medium
2022,USA,4105.11,0.484,3.9,0.12,21.62,597.65,40.75,470.07,Medium
2008,Germany,5962.83,0.882,2.89,4.02,49.77,302.99,33.08,382.64,High
1982,Germany,5072.77,1.304,3.5,1.82,31.86,860.05,75.46,393.07,Medium
2012,Canada,4711.94,0.946,3.11,0.09,53.73,488.6,69.6,418.18,Low
1990,UK,5532.84,1.552,4.77,2.09,42.18,104.58,44.53,414.92,Medium
2024,Canada,5622.44,0.743,3.76,3.15,15.69,1282.17,70.2,423.03,Low
1984,Pakistan,4969.3,1.265,3.31,4.68,22.52,891.84,87.51,389.27,High
2011,Brazil,6502.2,1.016,3.28,0.25,30.11,257.72,79.69,423.31,High
1997,Brazil,5146.35,0.72,3.33,0.68,29.35,317.87,64.13,434.99,Low
1999,Australia,8169.06,1.146,3.02,3.02,29.84,651.27,76.87,385.79,High
2018,Brazil,3629.27,1.044,3.23,1.87,55.17,700.65,60.84,401.26,Low
2019,Brazil,2750.69,1.133,1.45,1.78,32.99,1384.63,87.71,424.22,Low
2007,Russia,5286.99,1.097,2.62,1.11,14.56,1130.32,25.38,393.49,Low
1992,UK,6367.63,1.241,3.17,2.71,25.33,70.67,33.82,377.5,High
2005,India,4491.3,1.379,2.97,3.28,32.05,349.2,77.45,412.6,Medium
1995,India,3767.68,0.667,1.4,1.36,27.4,1388.3,57.14,403.54,Low
2004,Pakistan,5007.83,0.759,4.9,4.29,21.93,1289.55,63.46,437.81,High
1989,Germany,4622.19,0.767,2.65,2.95,30.98,1093.26,35.77,408.11,Low
2008,India,4716.93,0.712,4.01,3.71,54.53,1008.79,64.34,358.86,High
2017,Brazil,3831.73,0.598,2.9,0.44,30.9,786.59,88.28,426.29,Low
1999,UK,4223.8,1.003,4.39,0.05,27.83,613.69,22.5,418.06,Medium
2005,Russia,6435.97,0.835,4.87,2.19,31.03,788.67,73.9,425.68,High
2011,UK,6909.07,1.234,6.03,1.07,43.57,1225.77,89.18,385.23,High
2018,India,4753.57,1.382,4.16,3.21,10.45,595.38,46.35,427.09,Medium
2017,UK,3365.22,1.005,3.0,3.77,30.22,162.16,62.18,429.23,High
2003,Brazil,3492.53,1.294,4.08,2.05,32.14,82.73,20.29,462.09,Medium
2010,Australia,3109.38,1.005,1.51,3.44,45.28,699.32,37.0,407.36,Low
2019,Australia,6345.92,1.332,3.89,2.18,57.92,1220.87,67.53,387.8,High
1991,India,5256.5,1.467,3.46,4.37,24.56,952.13,79.55,384.5,High
2015,Australia,4708.51,0.769,1.54,2.16,13.93,530.2,62.18,371.2,Low
1989,Australia,6331.57,1.211,2.74,1.16,49.95,370.96,42.53,388.1,High
1985,Canada,5615.81,1.102,4.87,2.21,32.82,853.24,38.87,416.46,Medium
1986,Russia,1341.1,0.901,2.26,1.79,26.36,61.28,81.71,440.84,Low
2010,Australia,3919.57,0.618,3.26,4.54,31.22,1123.28,27.91,458.08,High
2006,Russia,4936.18,1.036,1.57,0.64,44.62,612.15,72.47,373.84,Low
1987,Australia,7658.69,1.0,3.43,0.63,12.41,995.84,67.8,416.72,High
1982,Brazil,7470.96,0.85,2.74,2.94,41.45,227.37,60.29,387.29,High
2019,UK,1697.05,0.782,-0.29,3.61,34.6,913.98,83.71,446.33,High
2000,Germany,3093.42,1.715,2.95,4.3,39.99,415.93,38.19,401.0,High
1980,Brazil,5217.13,0.793,4.1,1.65,37.86,524.91,30.96,471.0,Medium
2024,Australia,5945.29,1.217,2.23,2.62,17.38,857.22,85.39,394.95,Medium
1994,Pakistan,4012.38,1.036,2.98,1.24,38.72,1174.53,89.58,451.12,Low
1986,USA,5776.29,1.239,3.97,1.7,58.91,531.45,77.5,439.08,Medium
1994,Pakistan,4003.97,0.271,2.23,4.21,15.95,549.02,47.47,442.08,High
2004,USA,4111.46,1.498,2.21,0.63,46.78,613.16,75.43,382.42,Medium
1982,Germany,3327.21,0.79,2.64,0.11,51.69,988.59,80.21,390.06,Low
2009,Canada,2948.06,0.724,3.59,1.54,22.85,1212.36,54.03,443.74,Low
1993,Australia,4242.03,1.491,4.07,2.24,21.36,1332.35,83.47,386.02,Medium
1983,Russia,6695.08,1.107,3.46,2.52,26.28,1325.77,62.45,405.78,High
2015,USA,5721.34,1.022,2.74,3.99,58.77,1109.91,39.53,403.26,High
1982,India,5405.88,0.657,4.1,4.38,32.07,913.09,79.28,420.72,High
1984,UK,4573.07,0.811,3.75,3.72,49.65,480.22,35.5,419.77,High
2004,USA,5633.94,1.256,3.13,0.58,18.84,1282.05,55.94,422.81,Medium
2010,UK,4289.38,1.077,1.18,0.09,13.97,190.02,32.96,428.03,Low
1990,China,3797.44,0.461,4.16,4.58,29.94,259.29,75.85,397.52,High
1987,Pakistan,5796.47,1.315,3.31,4.17,39.17,233.24,75.91,373.15,High
2005,Australia,4148.41,0.881,3.25,0.04,45.4,1189.12,89.92,487.78,Low
1981,Pakistan,3398.2,1.343,4.7,0.83,51.52,1195.02,89.35,387.68,Medium
2007,China,5647.6,0.956,3.5,4.44,17.59,214.09,84.12,383.65,High
1989,USA,2963.08,1.04,0.8,4.81,50.56,1349.97,80.01,417.18,High
2018,Brazil,5583.1,1.289,4.12,0.22,48.0,444.13,35.58,368.82,Medium
2016,China,5609.18,0.901,4.58,3.97,12.56,805.9,85.78,401.13,High
2018,Russia,3069.7,0.828,2.77,0.15,56.94,929.46,32.36,382.72,Low
2000,India,3171.99,0.624,4.31,4.05,25.5,1.38,31.38,411.83,High
2007,Russia,6957.44,1.052,5.86,0.07,58.65,527.59,55.82,425.9,High
2017,Brazil,5932.96,0.893,4.47,3.82,36.66,894.41,36.46,446.09,High
2012,Pakistan,5728.76,1.168,2.08,0.46,53.86,1132.58,27.37,460.1,Low
1990,Canada,5324.4,0.928,3.6,3.95,42.36,483.5,37.55,431.31,High
2024,Canada,6071.41,1.14,4.28,4.19,25.22,890.57,24.35,422.93,High
2023,UK,6071.38,1.124,4.54,3.72,26.22,754.82,45.4,410.4,High
1980,Germany,3792.75,0.815,3.06,3.23,41.36,543.74,80.5,413.12,Low
2012,UK,4714.88,1.326,4.21,4.06,47.42,345.25,81.82,340.79,High
1982,Russia,4342.46,0.793,3.55,1.53,23.58,1008.4,43.17,408.19,Low
2005,Australia,5860.11,0.512,4.38,1.22,38.05,1024.71,49.21,360.44,Medium
1994,India,5253.29,0.933,2.88,0.79,38.89,356.48,33.12,410.55,Low
2020,Australia,6897.52,0.495,4.03,1.38,47.41,68.8,50.62,375.72,High
1993,Brazil,5418.09,1.055,4.05,1.5,38.35,1341.26,79.44,447.95,Medium
2002,India,5055.13,0.814,1.9,4.39,35.6,305.81,52.12,355.08,High
1987,USA,6224.0,1.311,3.08,1.13,35.48,944.47,59.91,434.8,High
2015,Germany,6238.71,1.068,3.14,3.67,37.57,477.45,55.47,415.03,High
1999,Brazil,6833.88,0.494,2.88,2.11,34.02,464.3,51.63,391.49,High
1985,India,5306.95,1.031,1.91,3.51,27.88,1155.5,80.91,414.56,High
2012,Brazil,8082.02,1.686,5.08,4.15,27.16,1206.91,37.64,402.58,High
2007,USA,6387.49,1.319,4.1,2.03,12.23,871.37,78.73,403.05,High
2017,UK,8143.52,1.349,2.35,0.49,43.49,192.48,51.51,375.28,High
2009,India,5128.41,1.537,2.66,4.64,53.33,2.87,51.76,389.95,High
2022,Germany,8402.95,1.219,5.47,0.38,48.5,545.98,49.7,436.51,High
1996,Pakistan,6072.66,0.865,2.31,3.61,45.68,950.65,83.89,420.35,High
1988,Australia,3462.62,1.312,3.59,4.71,48.41,878.35,66.63,418.27,High
2007,Russia,3571.59,1.233,3.51,1.37,42.0,1335.36,22.01,414.43,Medium
1986,Russia,4555.01,0.875,4.59,0.78,32.4,965.22,76.8,381.42,Medium
2007,China,4537.1,0.819,3.85,1.45,44.59,1138.93,20.04,369.32,Medium
1996,Australia,5510.37,1.044,2.21,0.14,13.24,1147.62,48.76,392.56,Low
2019,Canada,7637.69,0.525,3.65,4.57,38.31,171.3,38.45,439.99,High
2023,Canada,5485.61,0.817,3.47,1.32,52.25,364.64,45.1,393.92,Low
2023,Pakistan,3490.11,1.077,2.78,2.62,51.76,1347.06,79.38,440.94,Low
1984,India,5657.59,0.589,2.51,0.36,55.71,167.43,35.26,391.85,Low
1984,Canada,4396.77,0.992,3.53,3.86,57.05,8.99,32.82,419.08,High
1993,Canada,4474.57,0.516,2.85,2.19,15.47,656.44,58.35,406.73,Low
1985,Brazil,4720.74,0.593,3.49,1.89,18.06,94.58,32.54,387.97,Low
1986,Canada,4449.21,0.38,3.57,1.98,29.61,1199.02,69.59,342.7,Low
1996,Germany,3056.94,1.196,3.78,4.78,59.48,56.53,75.96,404.49,High
1988,India,5143.41,0.814,2.28,0.56,20.23,1005.23,45.82,404.82,Low
2010,China,7611.25,1.637,2.99,4.63,34.36,995.51,51.38,388.36,High
2001,Russia,6200.91,0.851,2.29,2.81,32.12,1025.85,53.62,390.84,High
2024,Canada,3216.23,0.948,2.28,2.85,14.17,82.75,84.65,414.93,Low
1988,USA,1203.27,0.955,4.12,1.48,56.82,321.77,45.06,372.07,Medium
1995,Pakistan,5495.14,0.617,3.72,1.78,50.9,1199.32,78.46,392.92,Low
2015,Pakistan,5867.09,1.072,4.85,3.34,19.93,366.51,85.09,423.39,Medium
2013,Russia,5863.68,1.02,1.71,1.73,26.39,720.17,22.28,440.09,Low
2024,Australia,5169.18,1.001,2.95,3.06,40.11,1215.51,42.07,413.78,Low
1992,China,3446.6,0.875,2.79,3.31,34.48,841.47,50.5,415.06,Low
1998,Canada,7493.81,0.985,5.08,0.16,16.65,1059.72,60.96,411.27,High
1991,Russia,4811.8,0.596,2.5,3.32,34.84,812.8,82.47,378.76,Low
2015,India,4220.97,1.225,2.81,0.31,27.44,337.61,29.29,417.75,Medium
1989,Brazil,5740.96,0.946,4.72,3.71,40.14,365.92,23.5,438.56,High
1995,Russia,4242.98,1.449,5.14,3.83,18.92,1228.31,48.23,409.53,High
2007,China,3300.86,1.128,0.95,0.73,46.69,810.62,66.41,416.4,Low
1998,Brazil,4269.47,0.964,3.69,3.02,50.06,127.62,82.56,375.05,Low
2019,Australia,5363.52,1.043,2.22,0.7,57.12,219.82,20.28,397.01,Low
1985,Brazil,6963.55,1.182,4.58,4.3,19.79,141.22,65.11,405.05,High
1983,Canada,2293.58,1.239,4.21,2.43,58.62,621.04,54.14,377.68,Medium
2009,UK,5636.05,0.918,2.61,1.51,39.51,1398.12,65.09,466.54,Low
2018,Russia,6261.36,1.147,2.49,3.87,40.28,1216.39,33.11,428.58,High
2010,Brazil,5610.54,0.953,2.81,4.95,51.51,1106.07,50.95,429.97,High
2006,Russia,5952.73,1.514,3.52,4.41,41.72,1294.51,79.19,423.88,High
2024,USA,7120.3,1.034,1.85,3.97,44.25,1027.9,68.75,423.9,High
2000,UK,6413.35,1.405,2.62,1.79,32.93,1174.64,22.01,453.46,High
2016,Canada,4404.55,1.238,4.06,4.51,46.03,1351.93,65.91,371.5,High
1988,Russia,6434.82,1.136,2.85,3.24,10.82,962.72,57.01,423.33,High
2014,USA,5243.47,1.335,3.4,1.51,18.45,326.93,83.75,438.23,Medium
2021,USA,6176.24,1.106,2.17,0.01,57.95,1093.41,39.36,424.34,High
2000,China,3126.03,0.581,3.16,0.16,34.19,661.61,53.1,427.68,Low
1996,UK,4738.14,0.901,3.25,1.17,45.99,173.28,86.19,362.69,Low
2003,India,5905.05,0.987,3.64,0.18,28.13,115.59,32.3,432.02,Low
2010,UK,4809.63,1.067,3.91,0.0,32.28,860.72,33.51,371.81,Medium
1985,China,5798.85,1.257,2.54,1.26,18.73,907.88,24.84,395.93,Medium
2014,Pakistan,7013.96,0.793,4.92,2.34,43.69,414.45,54.89,416.13,High
2016,UK,4590.49,0.427,1.65,0.26,43.02,164.2,23.51,421.48,Low
1992,Canada,6327.32,0.863,2.63,1.01,52.71,1376.98,27.28,395.09,High
2004,UK,3457.62,1.15,1.43,0.11,38.66,829.23,37.86,382.75,Low
2011,China,6138.9,0.991,4.01,1.21,27.47,1157.51,61.7,401.68,High
1980,Australia,2551.31,0.718,2.92,2.24,33.31,274.28,56.01,421.94,Low
2014,Pakistan,5295.4,1.155,2.72,4.57,15.79,503.25,62.76,397.48,High
1998,UK,5247.47,1.094,2.91,3.11,41.53,189.98,30.71,454.45,Low
1991,Germany,7581.42,0.953,1.67,4.34,38.38,815.25,32.59,409.2,High
2019,Russia,4271.48,1.846,2.11,3.0,10.35,398.14,46.5,372.95,Medium
2019,Australia,2006.43,0.539,4.99,3.0,39.62,1015.19,59.26,428.85,Medium
2022,Canada,5787.39,0.739,3.94,1.5,40.71,157.31,61.68,405.17,Medium
1999,Brazil,3481.34,1.182,3.77,1.09,51.29,306.33,22.27,393.52,Low
2012,Pakistan,5090.86,1.006,4.4,4.24,58.39,1093.44,81.58,389.06,High
2008,Australia,4009.94,0.864,3.31,3.99,51.3,163.25,70.14,394.27,High
1995,USA,4690.64,0.724,3.33,3.27,47.42,842.9,57.26,422.26,Low
1993,India,1779.86,0.592,1.8,1.21,17.91,842.27,37.16,411.42,Low
1986,China,2404.93,1.252,2.04,4.38,25.8,990.81,67.3,429.41,High
1985,UK,5572.89,0.966,4.45,4.61,50.52,852.52,87.46,392.61,High
2000,Russia,4782.39,1.237,1.89,4.96,23.2,802.69,61.14,431.44,High
2015,Pakistan,3282.81,0.528,2.26,3.75,22.8,1198.5,72.02,401.46,High
2001,India,4171.5,1.361,1.91,1.15,56.91,1056.91,81.16,402.12,Medium
2019,China,5736.17,1.183,3.29,3.92,23.85,1262.81,41.74,417.44,High
1998,China,4583.38,0.821,3.16,2.0,10.91,370.97,73.73,421.16,Low
2004,UK,5651.97,1.17,3.08,3.45,42.49,974.64,40.32,456.81,Low
1982,Pakistan,3686.31,1.158,0.56,4.86,57.69,1267.81,88.42,409.36,High
2015,UK,5822.92,1.266,3.16,1.17,25.12,623.46,60.93,419.39,Medium
2024,Australia,4641.52,0.873,3.71,1.7,30.47,381.13,52.7,377.94,Low
2013,Russia,5572.82,0.676,3.76,3.72,19.31,1356.02,46.43,426.65,High
1990,Canada,5437.59,0.578,2.26,0.39,11.11,1077.02,54.64,397.72,Low
2021,Canada,4394.15,0.819,4.56,1.07,34.79,405.41,71.63,412.38,Medium
2006,USA,4467.29,0.475,3.52,2.32,17.95,1354.02,70.6,428.41,Low
2021,Pakistan,4772.78,1.193,3.01,2.6,34.35,652.64,71.25,406.53,Low
1981,Pakistan,6024.38,0.866,4.37,0.58,29.12,933.64,26.34,419.65,High
1985,China,7591.59,0.675,2.8,4.69,32.72,588.36,25.31,387.82,High
1981,India,3816.56,1.266,4.27,3.16,48.56,945.86,65.43,398.56,Medium
2021,Australia,6450.25,1.108,3.1,2.98,24.1,684.3,68.35,462.81,High
1996,Brazil,4603.61,0.968,1.73,1.11,50.58,599.84,84.33,410.97,Low
2019,Germany,4844.35,1.487,3.18,3.35,20.21,73.53,37.84,392.42,Medium
1993,Brazil,5426.65,1.236,4.68,0.86,52.94,340.1,53.53,385.18,Medium
1989,UK,4320.87,1.014,2.55,2.89,57.68,539.03,24.37,438.01,Low
2024,Russia,4461.98,1.042,3.24,4.96,40.56,162.2,49.58,427.19,High
2012,China,7806.68,0.505,3.18,1.48,33.27,1097.07,48.98,404.66,High
2021,Germany,5126.48,0.577,2.23,2.89,10.41,827.57,63.24,344.26,Low
1991,Australia,5743.58,0.633,2.28,0.02,46.6,606.26,24.1,458.18,Low
2011,Pakistan,7729.77,0.445,3.26,4.34,39.02,1093.69,23.22,403.4,High
2003,UK,7683.34,0.845,3.52,4.18,35.69,869.58,67.99,378.42,High
1993,India,4735.41,1.618,2.45,4.96,16.81,876.7,47.49,427.04,High
1984,Germany,3836.43,0.848,5.18,2.97,15.26,468.16,41.84,473.74,Medium
1984,China,3388.56,1.086,3.63,1.36,57.0,1114.56,30.82,409.6,Low
2011,USA,3235.03,1.189,2.18,4.5,44.66,346.25,87.22,400.21,High
2024,USA,4358.77,0.914,4.39,4.06,20.96,84.03,69.58,395.04,High
2012,Germany,3347.4,1.037,4.19,0.45,38.92,416.42,61.25,399.32,Medium
1983,China,4904.03,0.893,5.34,4.02,44.69,757.25,36.16,394.54,High
2009,Australia,3925.05,0.793,3.27,0.39,45.68,107.06,53.78,397.26,Low
2020,China,4494.65,1.026,3.12,2.81,10.88,1348.84,85.35,425.28,Low
1996,Brazil,4850.41,0.879,3.91,1.24,57.69,1332.05,31.5,406.13,Medium
1982,Russia,4520.49,0.791,3.59,4.89,33.98,219.15,51.61,377.89,High
1992,China,3422.32,0.921,2.97,1.58,47.12,1062.35,65.75,376.25,Low
2023,Brazil,5532.75,0.76,2.86,1.28,45.1,184.65,63.33,410.62,Low
2015,Pakistan,6846.03,1.359,2.96,2.08,57.51,1311.63,84.09,385.88,High
1997,Australia,6810.15,1.262,3.51,4.65,25.35,866.16,32.87,403.68,High
2002,Pakistan,6285.96,1.26,3.09,2.35,43.35,179.89,75.04,417.24,High
2014,Pakistan,4591.58,0.909,1.12,1.44,12.05,421.25,63.4,386.35,Low
2012,Australia,4052.4,0.646,3.65,4.53,12.22,1177.63,22.03,426.24,High
2015,Australia,6058.25,1.265,4.69,4.48,44.63,1003.64,70.0,438.28,High
1996,Pakistan,5490.67,0.483,2.5,2.78,27.17,1270.82,36.74,433.82,Low
2018,Pakistan,6058.22,1.391,3.34,0.07,20.98,558.33,83.67,398.81,High
2013,China,7770.35,1.589,2.97,0.84,35.45,425.12,58.25,390.28,High
1991,Germany,4966.76,1.314,3.77,2.84,39.46,270.2,84.87,372.83,Medium
1984,Australia,3864.73,1.003,4.26,1.21,10.94,168.29,39.52,458.82,Medium
2019,UK,4207.12,0.64,4.47,2.8,59.76,349.28,29.08,377.34,Medium
2006,Germany,5210.68,0.886,2.72,0.43,30.97,1123.2,32.43,382.85,Low
2019,Germany,4142.56,0.88,3.69,2.73,21.24,1094.87,29.52,414.08,Low
1992,Pakistan,6120.18,1.102,5.24,2.77,14.18,21.56,79.19,398.4,High
2005,Canada,6051.34,1.06,2.76,4.42,20.45,494.22,21.61,428.16,High
1993,Germany,6933.83,1.469,3.26,2.18,47.17,924.84,28.21,371.78,High
2011,Pakistan,6945.27,0.893,3.06,3.07,58.56,470.39,24.26,424.83,High
1990,Canada,1214.72,1.302,4.41,0.77,20.46,61.54,89.67,454.45,Medium
2017,Pakistan,3822.6,1.061,2.65,4.39,59.17,647.1,63.64,378.99,High
1995,UK,5163.75,0.96,6.25,1.42,25.23,836.21,38.57,447.55,Medium
2001,Australia,3320.34,1.067,4.16,4.07,39.09,935.3,77.55,430.23,High
1995,Australia,4913.96,1.202,3.26,4.91,57.44,1358.08,52.95,379.7,High
1992,Germany,3839.43,0.508,5.13,2.87,28.84,521.3,33.03,428.58,Medium
1991,USA,4378.88,0.651,1.78,0.54,22.01,1148.59,84.66,415.44,Low
1997,China,7510.05,0.643,2.03,1.78,25.86,1113.25,34.62,416.62,High
2008,USA,6846.11,1.116,3.04,2.85,55.65,1057.53,66.33,409.72,High
1997,Pakistan,5044.68,1.174,3.24,2.15,57.95,759.24,62.46,400.46,Low
1981,Canada,3682.91,0.674,3.11,3.73,25.35,1284.88,39.66,396.36,High
